host_id,city,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,year,month
147058441,New York,Manhattan,Chinatown,40.71626,-73.99224,Private room,68,1,7,2019-07-07,0.39,1,2019,Jul
5925222,New York,Brooklyn,Bushwick,40.69,-73.91885,Entire home/apt,65,2,1,2018-01-01,0.05,1,2018,Jan
5076827,New York,Manhattan,Harlem,40.80638,-73.94415,Entire home/apt,180,3,29,2019-02-20,1.79,2,2019,Feb
140494157,New York,Queens,Astoria,40.76895,-73.92489,Private room,110,1,1,2018-01-01,0.05,1,2018,Jan
161510806,New York,Brooklyn,Crown Heights,40.6781,-73.95487,Private room,150,1,3,2018-02-18,0.16,2,2018,Feb
110191144,New York,Manhattan,Harlem,40.82375,-73.95379,Private room,68,2,28,2019-06-01,1.75,2,2019,Jun
21878092,New York,Brooklyn,Williamsburg,40.7089,-73.95632,Entire home/apt,150,2,9,2019-02-24,0.56,1,2019,Feb
164378428,New York,Manhattan,East Village,40.72555,-73.98247,Entire home/apt,165,2,2,2018-01-01,0.11,1,2018,Jan
164391402,New York,Manhattan,East Village,40.72167,-73.98066,Private room,125,1,3,2018-12-31,0.38,1,2018,Dec
3812968,New York,Brooklyn,Crown Heights,40.67542,-73.94799,Entire home/apt,60,3,9,2019-02-15,0.51,1,2019,Feb
5425440,New York,Brooklyn,Flatbush,40.64488,-73.96889,Private room,48,1,2,2018-01-16,0.11,1,2018,Jan
104273977,New York,Manhattan,Lower East Side,40.71922,-73.98714,Private room,109,1,1,2018-02-17,0.06,3,2018,Feb
686385,New York,Manhattan,Upper East Side,40.77509,-73.95554,Private room,80,1,58,2019-06-23,3.64,1,2019,Jun
104273977,New York,Manhattan,Lower East Side,40.72133,-73.98684,Private room,109,1,1,2018-02-18,0.06,3,2018,Feb
4823243,New York,Brooklyn,Bedford-Stuyvesant,40.68317,-73.92777,Entire home/apt,139,2,9,2019-04-07,1.08,1,2019,Apr
164303137,New York,Brooklyn,Bedford-Stuyvesant,40.69422,-73.93288,Private room,39,4,58,2019-07-01,3.16,2,2019,Jul
54549189,New York,Brooklyn,Crown Heights,40.67518,-73.94771,Private room,80,3,1,2017-12-28,0.05,1,2017,Dec
92835031,New York,Brooklyn,Bedford-Stuyvesant,40.6832,-73.9529,Entire home/apt,225,3,50,2019-06-23,3.12,1,2019,Jun
15535829,New York,Staten Island,West Brighton,40.63229,-74.11351,Entire home/apt,99,2,3,2019-05-18,0.36,1,2019,May
164509613,New York,Manhattan,Morningside Heights,40.80414,-73.96498,Entire home/apt,145,1,23,2019-07-05,1.37,1,2019,Jul
164516331,New York,Brooklyn,Bedford-Stuyvesant,40.68108,-73.92729,Private room,85,2,33,2018-09-30,1.86,1,2018,Sep
3695529,New York,Brooklyn,Carroll Gardens,40.68384,-73.99431,Entire home/apt,150,2,61,2019-06-20,3.42,2,2019,Jun
54554971,New York,Manhattan,Kips Bay,40.74036,-73.98301,Entire home/apt,150,2,33,2018-12-18,1.79,1,2018,Dec
145518739,New York,Manhattan,Gramercy,40.73379,-73.98645,Private room,150,2,24,2019-05-03,1.68,3,2019,May
164537600,New York,Brooklyn,Williamsburg,40.71243,-73.96067,Entire home/apt,140,2,3,2018-01-28,0.17,1,2018,Jan
132883674,New York,Manhattan,Washington Heights,40.84777,-73.94241,Entire home/apt,160,1,3,2018-03-18,0.17,3,2018,Mar
5863772,New York,Manhattan,Upper West Side,40.77077,-73.98481,Entire home/apt,225,2,5,2019-01-20,0.27,1,2019,Jan
157935032,New York,Queens,East Elmhurst,40.76193,-73.87521,Private room,40,1,1,2019-02-15,0.21,1,2019,Feb
55807631,New York,Brooklyn,Williamsburg,40.70827,-73.94133,Private room,40,1,11,2018-04-01,0.6,1,2018,Apr
164637779,New York,Manhattan,Upper East Side,40.76938,-73.96732,Entire home/apt,150,1,2,2017-12-30,0.11,1,2017,Dec
31176801,New York,Brooklyn,Bedford-Stuyvesant,40.68512,-73.95796,Entire home/apt,170,6,23,2019-05-24,1.42,1,2019,May
3210260,New York,Manhattan,SoHo,40.72393,-74.00446,Entire home/apt,210,5,8,2018-05-28,0.49,1,2018,May
27188995,New York,Brooklyn,Bushwick,40.70071,-73.9158,Private room,90,1,1,2018-07-01,0.08,1,2018,Jul
24707177,New York,Manhattan,East Harlem,40.79803,-73.93234,Entire home/apt,80,4,5,2019-01-14,0.28,1,2019,Jan
3389563,New York,Manhattan,Chinatown,40.71659,-73.99222,Entire home/apt,96,2,13,2018-05-28,0.73,1,2018,May
89363555,New York,Brooklyn,Flatbush,40.64149,-73.96157,Entire home/apt,100,1,5,2018-02-27,0.27,1,2018,Feb
35920741,New York,Brooklyn,Flatlands,40.61637,-73.92206,Private room,100,1,18,2019-04-22,0.98,1,2019,Apr
164750816,New York,Queens,Howard Beach,40.66201,-73.84084,Entire home/apt,80,2,83,2019-06-29,4.47,1,2019,Jun
164806814,New York,Manhattan,Midtown,40.75993,-73.96342,Entire home/apt,140,4,52,2019-06-17,3.03,1,2019,Jun
164814832,New York,Brooklyn,Fort Greene,40.68853,-73.96943,Entire home/apt,260,3,42,2019-07-06,2.94,1,2019,Jul
10685109,New York,Manhattan,Hell's Kitchen,40.76748,-73.98536,Private room,200,2,1,2018-01-01,0.05,1,2018,Jan
4070519,New York,Brooklyn,Williamsburg,40.71239,-73.95098,Private room,80,2,20,2019-05-08,1.14,1,2019,May
22382224,New York,Brooklyn,Windsor Terrace,40.66023,-73.9804,Private room,85,1,6,2018-04-02,0.33,1,2018,Apr
162572530,New York,Brooklyn,Bushwick,40.68328,-73.90783,Entire home/apt,28,2,13,2018-06-11,0.72,1,2018,Jun
164847238,New York,Manhattan,Lower East Side,40.7199,-73.99225,Private room,101,4,4,2019-06-12,0.22,1,2019,Jun
26156848,New York,Brooklyn,South Slope,40.66514,-73.99017,Entire home/apt,100,1,68,2019-06-15,3.74,1,2019,Jun
55197894,New York,Queens,Woodside,40.74907,-73.90083,Private room,30,5,7,2019-02-12,0.38,1,2019,Feb
26789852,New York,Queens,Long Island City,40.75303,-73.93287,Private room,44,4,77,2019-07-06,4.27,2,2019,Jul
38359380,New York,Brooklyn,Kensington,40.64449,-73.97843,Private room,45,5,2,2018-07-27,0.17,1,2018,Jul
69427350,New York,Brooklyn,Williamsburg,40.71881,-73.93965,Private room,70,5,2,2018-10-29,0.23,1,2018,Oct
44216307,New York,Brooklyn,Sunset Park,40.64976,-74.00165,Private room,35,1,27,2019-06-16,1.5,1,2019,Jun
67859646,New York,Manhattan,Morningside Heights,40.80737,-73.95732,Private room,75,2,39,2018-12-06,2.17,1,2018,Dec
25581222,New York,Bronx,Mott Haven,40.80986,-73.9214,Entire home/apt,140,2,57,2019-06-16,3.58,1,2019,Jun
89245578,New York,Manhattan,Inwood,40.86456,-73.92799,Entire home/apt,125,2,32,2019-06-23,1.77,1,2019,Jun
101170573,New York,Manhattan,Hell's Kitchen,40.77122,-73.99234,Entire home/apt,80,1,1,2018-01-03,0.05,1,2018,Jan
17947250,New York,Manhattan,East Harlem,40.78538,-73.94121,Private room,60,2,1,2018-01-01,0.05,2,2018,Jan
150858055,New York,Brooklyn,Bushwick,40.69735,-73.93276,Private room,42,1,10,2018-10-21,0.54,1,2018,Oct
2694297,New York,Manhattan,Harlem,40.81685,-73.93711,Entire home/apt,95,3,3,2019-06-30,0.2,1,2019,Jun
165099226,New York,Manhattan,Harlem,40.82601,-73.9433,Private room,45,1,1,2018-04-09,0.07,1,2018,Apr
2818775,New York,Brooklyn,Greenpoint,40.73304,-73.95125,Private room,75,1,16,2019-05-19,1.08,1,2019,May
28248849,New York,Manhattan,East Village,40.72181,-73.98146,Entire home/apt,149,3,1,2018-01-15,0.06,1,2018,Jan
118182048,New York,Manhattan,East Harlem,40.8141,-73.93602,Entire home/apt,100,1,8,2018-10-13,0.56,1,2018,Oct
705450,New York,Brooklyn,Prospect-Lefferts Gardens,40.66215,-73.95187,Entire home/apt,80,3,4,2018-05-18,0.24,1,2018,May
2203467,New York,Brooklyn,Brooklyn Heights,40.69379,-73.99753,Entire home/apt,300,3,10,2019-06-16,0.62,1,2019,Jun
165360098,New York,Brooklyn,Williamsburg,40.71868,-73.95917,Private room,80,3,1,2019-06-20,1.0,1,2019,Jun
10022878,New York,Manhattan,Hell's Kitchen,40.76256,-73.98935,Private room,65,3,15,2019-07-06,0.88,1,2019,Jul
1533576,New York,Brooklyn,Bedford-Stuyvesant,40.69336,-73.95171,Entire home/apt,111,6,2,2018-10-27,0.18,1,2018,Oct
165448425,New York,Brooklyn,East Flatbush,40.65129,-73.94058,Private room,90,1,10,2019-06-24,0.72,1,2019,Jun
56757345,New York,Brooklyn,East Flatbush,40.64857,-73.94407,Entire home/apt,89,2,43,2019-07-07,2.74,1,2019,Jul
27482728,New York,Manhattan,Midtown,40.74317,-73.98605,Entire home/apt,255,2,69,2019-06-13,3.85,1,2019,Jun
357117,New York,Brooklyn,Williamsburg,40.71914,-73.96237,Private room,44,6,4,2019-05-24,0.23,1,2019,May
87174871,New York,Manhattan,Upper West Side,40.80253,-73.96315,Private room,30,1,6,2019-07-02,0.33,1,2019,Jul
28428851,New York,Brooklyn,East Flatbush,40.65255,-73.9454,Private room,75,2,5,2019-06-02,0.35,2,2019,Jun
155810605,New York,Manhattan,East Harlem,40.79005,-73.94929,Entire home/apt,110,4,4,2018-11-08,0.22,2,2018,Nov
23949144,New York,Brooklyn,Williamsburg,40.71773,-73.94359,Entire home/apt,300,2,6,2018-05-04,0.38,1,2018,May
6298158,New York,Brooklyn,Bedford-Stuyvesant,40.68098,-73.92706,Private room,72,1,12,2019-07-01,0.69,1,2019,Jul
2339049,New York,Brooklyn,Bushwick,40.6987,-73.93776,Private room,75,2,85,2019-06-23,4.65,2,2019,Jun
165603002,New York,Brooklyn,Greenpoint,40.73767,-73.95732,Private room,60,6,3,2019-04-26,0.16,1,2019,Apr
165612495,New York,Bronx,Fordham,40.86665,-73.8954,Entire home/apt,80,3,26,2019-06-22,1.68,1,2019,Jun
12541753,New York,Manhattan,Upper West Side,40.80034,-73.96127,Private room,39,3,1,2018-01-13,0.06,1,2018,Jan
90857546,New York,Brooklyn,Bushwick,40.69818,-73.93577,Private room,108,3,12,2019-03-12,0.79,1,2019,Mar
3073721,New York,Brooklyn,East Flatbush,40.65398,-73.94399,Entire home/apt,85,2,52,2019-01-01,3.54,1,2019,Jan
165386495,New York,Bronx,Fordham,40.85419,-73.89827,Private room,40,2,15,2018-12-16,0.83,1,2018,Dec
3720764,New York,Brooklyn,Bedford-Stuyvesant,40.69207,-73.96021,Private room,60,5,3,2018-11-25,0.36,1,2018,Nov
7495768,New York,Brooklyn,Brooklyn Heights,40.69335,-73.9984,Entire home/apt,175,3,8,2019-05-19,0.47,1,2019,May
2453755,New York,Brooklyn,Williamsburg,40.71179,-73.93872,Entire home/apt,175,2,2,2018-05-28,0.15,1,2018,May
77526864,New York,Manhattan,Chelsea,40.7498,-73.99623,Private room,88,1,5,2019-03-16,1.0,1,2019,Mar
56730358,New York,Brooklyn,Bedford-Stuyvesant,40.6874,-73.94186,Entire home/apt,60,4,5,2018-02-27,0.28,1,2018,Feb
165715198,New York,Manhattan,Midtown,40.76006,-73.96541,Private room,70,1,52,2019-05-26,2.88,1,2019,May
16457426,New York,Bronx,Kingsbridge,40.88435,-73.90305,Entire home/apt,145,2,14,2019-06-20,0.77,1,2019,Jun
30812164,New York,Queens,Long Island City,40.75501,-73.93455,Private room,38,1,19,2018-10-31,1.73,1,2018,Oct
8203031,New York,Brooklyn,Greenpoint,40.72188,-73.94355,Private room,150,3,8,2019-07-01,0.48,1,2019,Jul
58403098,New York,Queens,Long Island City,40.73641,-73.92738,Private room,35,4,39,2019-05-14,2.2,3,2019,May
165853174,New York,Brooklyn,East Flatbush,40.64322,-73.93745,Entire home/apt,89,2,74,2019-07-05,4.38,1,2019,Jul
83284183,New York,Brooklyn,Williamsburg,40.72143,-73.95702,Private room,55,3,1,2018-06-27,0.08,1,2018,Jun
63343926,New York,Manhattan,Battery Park City,40.71082,-74.0176,Private room,94,1,65,2019-06-24,3.68,1,2019,Jun
790872,New York,Manhattan,East Harlem,40.8049,-73.94012,Private room,80,1,4,2018-03-15,0.23,2,2018,Mar
165887496,New York,Manhattan,Kips Bay,40.74451,-73.97836,Entire home/apt,150,1,79,2019-06-22,4.55,1,2019,Jun
133926727,New York,Manhattan,Harlem,40.82243,-73.94053,Private room,70,1,3,2018-03-04,0.18,2,2018,Mar
87073749,New York,Brooklyn,Williamsburg,40.70982,-73.95609,Entire home/apt,125,2,80,2019-06-22,4.44,2,2019,Jun
24495088,New York,Brooklyn,Brighton Beach,40.57905,-73.96088,Entire home/apt,179,2,1,2018-01-16,0.06,1,2018,Jan
3942655,New York,Brooklyn,Williamsburg,40.71614,-73.94456,Entire home/apt,105,5,8,2019-04-03,0.53,2,2019,Apr
48616155,New York,Brooklyn,Flatbush,40.64663,-73.96187,Shared room,23,1,57,2019-06-23,3.27,1,2019,Jun
80824522,New York,Brooklyn,Bushwick,40.7025,-73.93253,Private room,69,2,16,2019-06-29,1.07,2,2019,Jun
165985048,New York,Queens,Forest Hills,40.72616,-73.84328,Private room,78,1,15,2019-06-17,0.96,1,2019,Jun
21593637,New York,Brooklyn,Bedford-Stuyvesant,40.68464,-73.92656,Entire home/apt,179,3,30,2019-06-14,1.68,2,2019,Jun
163829123,New York,Brooklyn,Bushwick,40.70099,-73.93728,Entire home/apt,245,2,59,2019-06-24,3.69,1,2019,Jun
126449349,New York,Manhattan,Lower East Side,40.71327,-73.98866,Entire home/apt,160,1,2,2019-01-01,0.31,2,2019,Jan
4719170,New York,Brooklyn,Greenpoint,40.73477,-73.95541,Private room,45,2,6,2019-03-04,0.33,1,2019,Mar
44904334,New York,Brooklyn,Flatbush,40.65466,-73.95933,Private room,38,2,1,2018-05-12,0.07,1,2018,May
10057035,New York,Brooklyn,Williamsburg,40.71412,-73.93829,Entire home/apt,120,2,6,2019-01-01,0.5,1,2019,Jan
166066107,New York,Manhattan,East Village,40.72193,-73.98162,Entire home/apt,280,1,66,2019-06-24,3.88,1,2019,Jun
40543452,New York,Brooklyn,Greenpoint,40.73041,-73.95601,Entire home/apt,120,2,2,2018-11-05,0.24,1,2018,Nov
21784449,New York,Brooklyn,Boerum Hill,40.68611,-73.98336,Entire home/apt,175,3,46,2019-06-20,2.84,1,2019,Jun
187912,New York,Brooklyn,Williamsburg,40.71708,-73.96605,Private room,100,1,35,2019-06-27,2.04,2,2019,Jun
17799362,New York,Brooklyn,Williamsburg,40.70635,-73.93658,Private room,60,2,1,2018-01-21,0.06,1,2018,Jan
3805722,New York,Brooklyn,Williamsburg,40.71197,-73.95804,Entire home/apt,175,4,5,2019-06-16,0.32,1,2019,Jun
18305503,New York,Manhattan,Hell's Kitchen,40.76637,-73.98941,Entire home/apt,130,2,3,2018-04-07,0.19,1,2018,Apr
3413548,New York,Brooklyn,Sunset Park,40.65758,-73.99807,Entire home/apt,185,2,14,2019-06-15,0.82,1,2019,Jun
15102235,New York,Brooklyn,Cobble Hill,40.68652,-73.99966,Entire home/apt,140,4,50,2019-07-05,2.99,2,2019,Jul
1873234,New York,Manhattan,Lower East Side,40.71774,-73.99057,Entire home/apt,140,3,33,2019-05-30,1.91,1,2019,May
166262295,New York,Queens,Long Island City,40.75337,-73.93355,Entire home/apt,95,2,57,2019-06-30,3.57,2,2019,Jun
15535189,New York,Brooklyn,Bedford-Stuyvesant,40.68788,-73.95741,Entire home/apt,95,2,4,2018-05-02,0.26,1,2018,May
70236577,New York,Brooklyn,Bedford-Stuyvesant,40.6925,-73.94214,Private room,58,1,11,2019-05-18,1.77,1,2019,May
166366338,New York,Manhattan,Upper West Side,40.77327,-73.97953,Entire home/apt,175,3,21,2019-06-10,1.3,1,2019,Jun
166398662,New York,Manhattan,Washington Heights,40.8372,-73.94196,Private room,25,1,2,2018-01-24,0.11,1,2018,Jan
74982218,New York,Manhattan,Harlem,40.81309,-73.95336,Private room,32,4,45,2019-07-01,2.53,2,2019,Jul
117195769,New York,Queens,Astoria,40.76334,-73.90977,Private room,45,1,4,2018-02-25,0.23,3,2018,Feb
121849119,New York,Manhattan,Murray Hill,40.74627,-73.97595,Entire home/apt,100,1,57,2019-06-17,3.62,1,2019,Jun
2495580,New York,Manhattan,Chelsea,40.73955,-73.99775,Entire home/apt,230,4,3,2019-03-25,0.76,1,2019,Mar
81146832,New York,Manhattan,Inwood,40.86395,-73.92007,Private room,34,1,15,2018-05-17,0.85,1,2018,May
107978473,New York,Brooklyn,Greenpoint,40.73375,-73.9557,Private room,60,2,3,2018-06-19,0.23,1,2018,Jun
84716175,New York,Manhattan,Harlem,40.82246,-73.93817,Private room,95,1,49,2018-10-22,2.72,2,2018,Oct
1286786,New York,Brooklyn,Greenpoint,40.72949,-73.95802,Private room,45,1,1,2018-01-21,0.06,1,2018,Jan
3680044,New York,Manhattan,Upper West Side,40.79787,-73.9688,Entire home/apt,99,2,6,2018-04-29,0.33,1,2018,Apr
42682752,New York,Brooklyn,Cobble Hill,40.6887,-73.99168,Private room,60,1,2,2018-01-15,0.11,3,2018,Jan
44782054,New York,Queens,Ditmars Steinway,40.77317,-73.91508,Private room,55,2,58,2019-06-27,3.81,1,2019,Jun
155607686,New York,Brooklyn,Gravesend,40.58876,-73.97349,Private room,39,3,20,2019-06-15,1.29,1,2019,Jun
26101123,New York,Manhattan,Washington Heights,40.83558,-73.9404,Private room,38,2,23,2019-06-30,1.43,1,2019,Jun
157979999,New York,Queens,Sunnyside,40.74648,-73.91919,Private room,60,1,76,2019-06-30,4.43,1,2019,Jun
158563237,New York,Manhattan,Inwood,40.86958,-73.9172,Entire home/apt,225,4,9,2019-05-19,0.65,1,2019,May
89320309,New York,Brooklyn,Fort Hamilton,40.61752,-74.03174,Private room,30,1,2,2019-01-18,0.13,1,2019,Jan
16684717,New York,Brooklyn,Crown Heights,40.67362,-73.9568,Private room,50,1,2,2018-02-11,0.12,1,2018,Feb
22445332,New York,Brooklyn,Crown Heights,40.67157,-73.93434,Private room,25,1,1,2018-01-17,0.06,1,2018,Jan
2925596,New York,Manhattan,Hell's Kitchen,40.76464,-73.99361,Entire home/apt,200,5,46,2019-07-01,2.63,1,2019,Jul
1715301,New York,Staten Island,Tompkinsville,40.63518,-74.07956,Entire home/apt,65,4,63,2019-06-27,3.63,3,2019,Jun
151233592,New York,Queens,Ozone Park,40.68887,-73.8448,Private room,30,1,1,2018-01-11,0.06,1,2018,Jan
110345854,New York,Manhattan,Lower East Side,40.72149,-73.98573,Entire home/apt,110,4,1,2018-11-18,0.13,1,2018,Nov
113469347,New York,Queens,Queens Village,40.71899,-73.75347,Entire home/apt,45,3,27,2019-06-24,3.65,1,2019,Jun
166818540,New York,Manhattan,Chelsea,40.73991,-74.00211,Entire home/apt,115,1,2,2018-10-11,0.11,1,2018,Oct
124657243,New York,Brooklyn,Flatbush,40.65105,-73.95935,Entire home/apt,89,1,4,2018-03-07,0.23,1,2018,Mar
35673036,New York,Brooklyn,Sheepshead Bay,40.589,-73.95675,Private room,50,3,3,2018-09-14,0.28,1,2018,Sep
93339222,New York,Brooklyn,Gowanus,40.67968,-73.99066,Private room,125,2,50,2019-06-23,3.19,1,2019,Jun
4792728,New York,Bronx,Longwood,40.81943,-73.90224,Private room,80,2,9,2018-09-30,0.65,1,2018,Sep
166861637,New York,Manhattan,Gramercy,40.73674,-73.98308,Entire home/apt,100,3,52,2019-05-31,3.2,1,2019,May
4993038,New York,Brooklyn,Williamsburg,40.71082,-73.96128,Entire home/apt,300,1,1,2018-01-20,0.06,1,2018,Jan
4976277,New York,Queens,Sunnyside,40.74755,-73.91833,Entire home/apt,200,5,19,2019-06-23,1.18,1,2019,Jun
6787261,New York,Brooklyn,Williamsburg,40.71028,-73.95367,Entire home/apt,189,1,52,2019-06-13,2.88,2,2019,Jun
167000939,New York,Manhattan,Upper East Side,40.76373,-73.96595,Entire home/apt,200,2,13,2018-07-29,0.87,1,2018,Jul
260958,New York,Manhattan,Chinatown,40.71391,-73.99076,Private room,65,3,3,2018-10-15,0.17,3,2018,Oct
26754841,New York,Manhattan,West Village,40.73612,-74.0041,Private room,125,2,3,2019-05-05,0.85,2,2019,May
22130449,New York,Brooklyn,Williamsburg,40.71082,-73.95729,Private room,70,2,11,2019-07-04,0.67,1,2019,Jul
16275624,New York,Brooklyn,Bedford-Stuyvesant,40.68141,-73.92769,Private room,69,2,21,2019-07-07,1.2,2,2019,Jul
15537429,New York,Manhattan,East Village,40.72785,-73.97976,Entire home/apt,155,1,80,2019-06-26,4.62,3,2019,Jun
5079985,New York,Manhattan,Midtown,40.76334,-73.98257,Entire home/apt,165,2,4,2018-04-17,0.24,1,2018,Apr
165803414,New York,Manhattan,Financial District,40.70789,-74.0108,Private room,80,1,1,2018-01-15,0.06,1,2018,Jan
49222773,New York,Manhattan,Upper East Side,40.77685,-73.9537,Private room,90,2,12,2018-10-14,0.79,1,2018,Oct
167098774,New York,Brooklyn,Canarsie,40.63761,-73.89339,Private room,55,2,32,2019-05-27,1.84,3,2019,May
116067987,New York,Queens,Long Island City,40.75489,-73.92167,Entire home/apt,150,2,54,2019-07-03,3.21,2,2019,Jul
42082112,New York,Manhattan,Harlem,40.82779,-73.94716,Entire home/apt,95,4,34,2019-05-30,2.03,1,2019,May
167188752,New York,Manhattan,Chelsea,40.7394,-73.99964,Private room,150,3,1,2018-05-02,0.07,1,2018,May
24124835,New York,Brooklyn,Bedford-Stuyvesant,40.6886,-73.92937,Entire home/apt,130,4,53,2019-07-06,3.66,2,2019,Jul
167208041,New York,Manhattan,Harlem,40.82476,-73.94332,Entire home/apt,173,2,78,2019-07-06,4.43,1,2019,Jul
42585518,New York,Brooklyn,Williamsburg,40.71945,-73.94648,Entire home/apt,75,4,6,2018-09-23,0.37,1,2018,Sep
8992812,New York,Brooklyn,Bedford-Stuyvesant,40.6805,-73.92823,Entire home/apt,110,2,10,2019-06-30,0.68,1,2019,Jun
167250189,New York,Brooklyn,Bushwick,40.69827,-73.93207,Private room,50,5,1,2018-01-21,0.06,1,2018,Jan
72392039,New York,Brooklyn,Bedford-Stuyvesant,40.68337,-73.93057,Private room,55,2,9,2019-04-04,0.8,1,2019,Apr
167258458,New York,Manhattan,East Village,40.72162,-73.97774,Entire home/apt,135,3,49,2019-06-25,2.71,2,2019,Jun
167258458,New York,Manhattan,East Village,40.7214,-73.97787,Private room,85,2,3,2018-06-07,0.21,2,2018,Jun
27264437,New York,Brooklyn,Bedford-Stuyvesant,40.69563,-73.93466,Private room,55,5,4,2018-03-15,0.23,2,2018,Mar
26856426,New York,Brooklyn,Gowanus,40.66824,-73.99272,Entire home/apt,189,5,8,2018-06-25,0.52,1,2018,Jun
167359300,New York,Brooklyn,Brighton Beach,40.57458,-73.96514,Private room,76,3,23,2018-09-22,1.37,1,2018,Sep
13203970,New York,Brooklyn,Bedford-Stuyvesant,40.67974,-73.91705,Entire home/apt,97,2,44,2019-06-26,2.92,1,2019,Jun
53978622,New York,Manhattan,East Harlem,40.80954,-73.93934,Entire home/apt,175,4,8,2019-06-19,0.51,2,2019,Jun
167004933,New York,Queens,Ridgewood,40.70348,-73.91051,Private room,40,2,1,2018-08-09,0.09,1,2018,Aug
56120478,New York,Brooklyn,Williamsburg,40.71805,-73.94925,Private room,75,1,9,2018-02-24,0.51,1,2018,Feb
44174916,New York,Brooklyn,Bushwick,40.70138,-73.9187,Entire home/apt,75,2,6,2018-02-25,0.33,1,2018,Feb
5835731,New York,Brooklyn,Bedford-Stuyvesant,40.68037,-73.92029,Entire home/apt,79,2,5,2018-04-08,0.28,1,2018,Apr
3741891,New York,Brooklyn,Crown Heights,40.67131,-73.94753,Private room,45,2,49,2019-06-21,3.15,1,2019,Jun
167401250,New York,Brooklyn,Greenpoint,40.72292,-73.94618,Private room,78,1,2,2018-04-22,0.13,1,2018,Apr
6291509,New York,Brooklyn,Boerum Hill,40.6876,-73.98472,Entire home/apt,160,4,4,2018-09-26,0.3,1,2018,Sep
167270001,New York,Manhattan,Hell's Kitchen,40.75763,-73.99221,Private room,300,1,64,2019-06-30,3.59,2,2019,Jun
167098774,New York,Brooklyn,Canarsie,40.63905,-73.89243,Private room,55,2,20,2019-06-24,1.4,3,2019,Jun
47412299,New York,Brooklyn,Canarsie,40.64178,-73.90179,Entire home/apt,90,5,23,2019-06-30,1.7,1,2019,Jun
20365135,New York,Manhattan,East Village,40.72804,-73.98726,Private room,80,2,3,2018-04-09,0.19,1,2018,Apr
163047410,New York,Bronx,Longwood,40.81961,-73.90019,Entire home/apt,40,5,45,2019-06-23,2.51,1,2019,Jun
10545382,New York,Brooklyn,Williamsburg,40.7169,-73.96493,Private room,138,1,75,2019-07-07,4.59,2,2019,Jul
54740781,New York,Manhattan,Harlem,40.82949,-73.94644,Private room,35,3,2,2018-08-13,0.17,1,2018,Aug
133545456,New York,Brooklyn,South Slope,40.66085,-73.98178,Shared room,55,2,1,2018-03-18,0.06,1,2018,Mar
45370849,New York,Brooklyn,Bay Ridge,40.63557,-74.03449,Entire home/apt,110,2,34,2019-06-29,3.03,1,2019,Jun
24967136,New York,Brooklyn,Bedford-Stuyvesant,40.68226,-73.93153,Entire home/apt,119,5,25,2019-05-25,1.49,2,2019,May
17766980,New York,Brooklyn,Williamsburg,40.70788,-73.9511,Private room,65,3,5,2018-05-24,0.31,1,2018,May
120847,New York,Brooklyn,Bedford-Stuyvesant,40.68959,-73.95616,Private room,85,3,11,2019-06-30,0.82,1,2019,Jun
167636238,New York,Brooklyn,Cypress Hills,40.68177,-73.88277,Private room,68,2,10,2018-12-01,0.94,3,2018,Dec
167677659,New York,Manhattan,Harlem,40.80399,-73.95402,Entire home/apt,90,4,5,2019-02-24,0.31,1,2019,Feb
116874533,New York,Manhattan,Harlem,40.81294,-73.94609,Private room,90,2,30,2019-07-01,1.88,2,2019,Jul
167595532,New York,Staten Island,Arden Heights,40.56033,-74.18259,Entire home/apt,75,1,20,2019-01-08,1.55,1,2019,Jan
131827796,New York,Brooklyn,Prospect-Lefferts Gardens,40.66248,-73.95427,Entire home/apt,130,3,36,2019-06-25,2.23,1,2019,Jun
17338440,New York,Brooklyn,Greenpoint,40.72904,-73.94885,Private room,50,5,1,2018-02-20,0.06,1,2018,Feb
27960761,New York,Manhattan,Greenwich Village,40.72815,-73.99586,Entire home/apt,150,2,14,2018-04-22,0.79,3,2018,Apr
3490389,New York,Brooklyn,Williamsburg,40.71589,-73.94288,Private room,100,3,19,2019-06-24,1.35,1,2019,Jun
167831565,New York,Brooklyn,Flatlands,40.62812,-73.94664,Private room,59,1,6,2018-03-17,0.34,1,2018,Mar
167818421,New York,Queens,Astoria,40.76645,-73.91486,Private room,80,3,22,2018-10-25,1.28,1,2018,Oct
33695224,New York,Queens,Sunnyside,40.74439,-73.91372,Private room,60,1,3,2018-05-28,0.17,1,2018,May
12150056,New York,Manhattan,East Harlem,40.78662,-73.94109,Entire home/apt,100,1,4,2018-05-19,0.22,1,2018,May
510931,New York,Manhattan,Financial District,40.70402,-74.01572,Private room,120,2,11,2019-05-30,0.66,2,2019,May
4342526,New York,Brooklyn,Crown Heights,40.67985,-73.96277,Entire home/apt,175,5,4,2018-08-05,0.31,1,2018,Aug
8113165,New York,Brooklyn,Canarsie,40.63762,-73.91004,Entire home/apt,95,3,4,2019-01-03,0.23,2,2019,Jan
13032188,New York,Brooklyn,Bedford-Stuyvesant,40.68482,-73.93723,Private room,40,1,4,2018-10-06,0.25,1,2018,Oct
12954861,New York,Brooklyn,Crown Heights,40.67605,-73.95791,Entire home/apt,100,2,20,2018-12-12,1.17,1,2018,Dec
